lead_id,business_name,niche,city,state,website,public_phone,public_email,contact_url,owner_name,owner_title,owner_source,source_type,source_query,source_evidence,visible_gap,offer_angle,risk_score_1_5,validation_status,priority_tier,last_checked
LFR-20260614-0001,Coburn & Company,painting,Austin,TX,https://coburnandco.com/,+1-512-836-6552,,https://coburnandco.com/contact-1,,,,overpass_public_business_record,Austin TX painting public business listing,"Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://coburnandco.com/contact-1. Website mentions estimate, quote, inspection, or scheduling language.",Public contact path appears to rely on phone-first routing without a clearly exposed email fallback.,Painting lead-capture follow-up setup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0002,TruCoat Painters,painting,Austin,TX,https://trucoatpainters.com,+1-512-813-0708,contact@trucoatpainters.com,,,,,overpass_public_business_record,Austin TX painting public business listing,"Public business record listed a phone number. Public business record listed a website. Public website exposed email contact@trucoatpainters.com. Website linked to a third-party contact surface instead of a first-party contact path. Website mentions estimate, quote, inspection, or scheduling language.","Website is live, but no obvious contact or estimate path was detected on the public page sweep.",Painting contact-path cleanup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0003,Prim Painting,painting,Columbus,OH,https://primpainting.com,+1-614-686-7746,primpainting@primpainting.com,https://primpainting.com/contact/,,,,overpass_public_business_record,Columbus OH painting public business listing,"Public business record listed a phone number. Public business record listed a website. Public website exposed email primpainting@primpainting.com. Website exposed a contact path at https://primpainting.com/contact/. Website mentions estimate, quote, inspection, or scheduling language.",Multiple public phone mentions may split the primary conversion path instead of pushing one clean estimate flow.,Painting primary-call routing cleanup,1,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0004,Durham's Floor Finishing,flooring,Austin,TX,https://durhamsfloorfinishing.com/,+1-512-445-3475,info@durhamsfloorfinishing.com,https://durhamsfloorfinishing.com/contact-us,,,,overpass_public_business_record,Austin TX flooring public business listing,"Public business record listed a phone number. Public business record listed a website. Public website exposed email info@durhamsfloorfinishing.com. Website exposed a contact path at https://durhamsfloorfinishing.com/contact-us. Website mentions estimate, quote, inspection, or scheduling language.",Multiple public phone mentions may split the primary conversion path instead of pushing one clean estimate flow.,Flooring primary-call routing cleanup,1,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0005,Bellus Flooring,flooring,Austin,TX,https://www.bellusflooring.com/,+1-512-582-8010,,,,,,overpass_public_business_record,Austin TX flooring public business listing,"Public business record listed a phone number. Public business record listed a website. Website linked to a third-party contact surface instead of a first-party contact path. Website mentions estimate, quote, inspection, or scheduling language.","Website is live, but no obvious contact or estimate path was detected on the public page sweep.",Flooring contact-path cleanup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0006,Floor Masters ATX,flooring,Austin,TX,https://www.floormastersatx.com/,+1 512-770-3787,,,,,,overpass_public_business_record,Austin TX flooring public business listing,"Public business record listed a phone number. Public business record listed a website. Website mentions estimate, quote, inspection, or scheduling language.","Website is live, but no obvious contact or estimate path was detected on the public page sweep.",Flooring contact-path cleanup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0007,Deible's Hardwood Floors,flooring,Columbus,OH,https://www.deiblesfloors.com/,+1-614-497-0118,,,,,,overpass_public_business_record,Columbus OH flooring public business listing,"Public business record listed a phone number. Public business record listed a website. Website linked to a third-party contact surface instead of a first-party contact path. Website mentions estimate, quote, inspection, or scheduling language.","Website is live, but no obvious contact or estimate path was detected on the public page sweep.",Flooring contact-path cleanup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0008,"Residential Improvement Services, LLC",carpentry,Austin,TX,https://risaustin.com/,+1-512-537-2474,,https://risaustin.com/schedule-an-inspection/,,,,overpass_public_business_record,Austin TX carpentry public business listing,"Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://risaustin.com/schedule-an-inspection/. Website mentions estimate, quote, inspection, or scheduling language.",Public contact path appears to rely on phone-first routing without a clearly exposed email fallback.,Carpentry lead-capture follow-up setup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0009,Northwest Fence & Iron,carpentry,Austin,TX,https://www.nwiron.com/,+1-512-219-5901,,,,,,overpass_public_business_record,Austin TX carpentry public business listing,"Public business record listed a phone number. Public business record listed a website. Website linked to a third-party contact surface instead of a first-party contact path. Website mentions estimate, quote, inspection, or scheduling language.","Website is live, but no obvious contact or estimate path was detected on the public page sweep.",Carpentry contact-path cleanup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0010,Viking Fence,carpentry,Austin,TX,https://www.vikingfence.com/,+1-512-837-6411,,https://www.vikingfence.com/contact-us/,,,,overpass_public_business_record,Austin TX carpentry public business listing,"Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://www.vikingfence.com/contact-us/. Website mentions estimate, quote, inspection, or scheduling language.",Public contact path appears to rely on phone-first routing without a clearly exposed email fallback.,Carpentry lead-capture follow-up setup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
