lead_id,business_name,niche,city,state,website,public_phone,public_email,contact_url,owner_name,owner_title,owner_source,source_type,source_query,source_evidence,visible_gap,offer_angle,risk_score_1_5,validation_status,priority_tier,last_checked
LFR-20260614-0001,Otto's Exteriors,roofing,Raleigh,NC,https://www.raleighresidentialcontractor.com/,+1-919-301-0066,,,,,,overpass_public_business_record,Raleigh NC roofing public business listing,Public business record listed a phone number. Public business record listed a website.,"Website is live, but no obvious contact or estimate path was detected on the public page sweep.",Roofing contact-path cleanup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0002,K&D Roofing,roofing,Raleigh,NC,https://kanddroofingnc.com,+1-919-977-4074,admin@kanddroofingnc.com,,,,,overpass_public_business_record,Raleigh NC roofing public business listing,"Public business record listed a phone number. Public business record listed a website. Public website exposed email admin@kanddroofingnc.com. Website linked to a third-party contact surface instead of a first-party contact path. Website mentions estimate, quote, inspection, or scheduling language.","Website is live, but no obvious contact or estimate path was detected on the public page sweep.",Roofing contact-path cleanup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0003,V.C. Veterans Contracting LLC,roofing,Raleigh,NC,https://veteranscontractingllc.com/raleigh-nc/,+1-919-631-9728,info@veteranscontractingllc.com,https://veteranscontractingllc.com/instant-quote/,,,,overpass_public_business_record,Raleigh NC roofing public business listing,"Public business record listed a phone number. Public business record listed a website. Public website exposed email info@veteranscontractingllc.com. Website exposed a contact path at https://veteranscontractingllc.com/instant-quote/. Website mentions estimate, quote, inspection, or scheduling language.",Multiple public phone mentions may split the primary conversion path instead of pushing one clean estimate flow.,Roofing primary-call routing cleanup,1,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0004,Louies Water Damage & Plumbing,plumbing,Raleigh,NC,https://www.louiesrestorationplumbing.com/,+1-919-582-7723,,,,,,overpass_public_business_record,Raleigh NC plumbing public business listing,Public business record listed a phone number. Public business record listed a website. Website did not return readable HTML during this run.,"Website is live, but no obvious contact or estimate path was detected on the public page sweep.",Plumbing contact-path cleanup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0005,Lane Plumbing,plumbing,Raleigh,NC,https://laneplumbingraleigh.com,+1 919-231-1388,jlane19939@aol.com,,,,,overpass_public_business_record,Raleigh NC plumbing public business listing,"Public business record listed a phone number. Public business record listed a website. Public website exposed email jlane19939@aol.com. Website linked to a third-party contact surface instead of a first-party contact path. Website mentions estimate, quote, inspection, or scheduling language.","Website is live, but no obvious contact or estimate path was detected on the public page sweep.",Plumbing contact-path cleanup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0006,CMC Electrical & Generator Repair,electrician,Raleigh,NC,https://cmcelectrical.com/raleigh-electrical-services/,+1-919-296-1908,,https://cmcelectrical.com/contact/,,,,overpass_public_business_record,Raleigh NC electrician public business listing,"Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://cmcelectrical.com/contact/. Website mentions estimate, quote, inspection, or scheduling language.",Public contact path appears to rely on phone-first routing without a clearly exposed email fallback.,Electrician lead-capture follow-up setup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0007,"Raleigh Heating & Air, Inc.",hvac,Raleigh,NC,https://www.raleighheatingandair.com/,+1-919-878-0008,,https://raleighheatingandair.com/contact,,,,overpass_public_business_record,Raleigh NC hvac public business listing,"Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://raleighheatingandair.com/contact. Website mentions estimate, quote, inspection, or scheduling language.",Public contact path appears to rely on phone-first routing without a clearly exposed email fallback.,Hvac lead-capture follow-up setup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0008,Degree Above Heating and Air,hvac,Raleigh,NC,https://www.degreeabovenc.com/,+1-919-804-1602,,https://www.degreeabovenc.com/contact-us/,,,,overpass_public_business_record,Raleigh NC hvac public business listing,"Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://www.degreeabovenc.com/contact-us/. Website mentions estimate, quote, inspection, or scheduling language.",Public contact path appears to rely on phone-first routing without a clearly exposed email fallback.,Hvac lead-capture follow-up setup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0009,Maynor,hvac,Raleigh,NC,https://maynorservices.com/,+1 984 2265599;+1 919 3610993,info@maynorservices.com,https://maynorservices.com/contact-us/,,,,overpass_public_business_record,Raleigh NC hvac public business listing,"Public business record listed a phone number. Public business record listed a website. Public website exposed email info@maynorservices.com. Website exposed a contact path at https://maynorservices.com/contact-us/. Website mentions estimate, quote, inspection, or scheduling language.",Multiple public phone mentions may split the primary conversion path instead of pushing one clean estimate flow.,Hvac primary-call routing cleanup,1,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0010,Tennessee Standard Plumbing and Drain,plumbing,Knoxville,TN,https://tnstandard.com/,+1-865-352-9003,service@tnstandard.com,https://embed.scheduler.servicetitan.com/,,,,overpass_public_business_record,Knoxville TN plumbing public business listing,"Public business record listed a phone number. Public business record listed a website. Public website exposed email service@tnstandard.com. Website exposed a contact path at https://embed.scheduler.servicetitan.com/. Website mentions estimate, quote, inspection, or scheduling language.",Multiple public phone mentions may split the primary conversion path instead of pushing one clean estimate flow.,Plumbing primary-call routing cleanup,1,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0011,Knoxville Plumbing & Drain Cleaning,plumbing,Knoxville,TN,https://knoxvilleplumbing.com/,+18656223905,,https://knoxvilleplumbing.com/contact/,,,,overpass_public_business_record,Knoxville TN plumbing public business listing,"Public business record listed a phone number. Public business record listed a website. Website exposed a contact path at https://knoxvilleplumbing.com/contact/. Website mentions estimate, quote, inspection, or scheduling language.",Public contact path appears to rely on phone-first routing without a clearly exposed email fallback.,Plumbing lead-capture follow-up setup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0012,Knoxville Electrician,electrician,Knoxville,TN,https://knoxvilleelectrician.com/knoxville-electrician/,+1-865-246-7037,,,,,,overpass_public_business_record,Knoxville TN electrician public business listing,Public business record listed a phone number. Public business record listed a website. Website did not return readable HTML during this run.,"Website is live, but no obvious contact or estimate path was detected on the public page sweep.",Electrician contact-path cleanup,2,validated_public_business_source,P0_offer_ready_review,2026-06-14
LFR-20260614-0013,"Chaffee HVAC, Plumbing, & Electrical",hvac,Knoxville,TN,https://coolingheatingplumbing.com/?utm_source=gmb&utm_medium=organic,+18656023552,office@coolingheatingplumbing.com,https://coolingheatingplumbing.com/contact-us/,,,,overpass_public_business_record,Knoxville TN hvac public business listing,"Public business record listed a phone number. Public business record listed a website. Public website exposed email office@coolingheatingplumbing.com. Website exposed a contact path at https://coolingheatingplumbing.com/contact-us/. Website mentions estimate, quote, inspection, or scheduling language.",Multiple public phone mentions may split the primary conversion path instead of pushing one clean estimate flow.,Hvac primary-call routing cleanup,1,validated_public_business_source,P0_offer_ready_review,2026-06-14
